subject,object,predicates
pedestrian,city,"['ems', 'offer', 'hits', 'killed', 'explore', 'reopened', 'designed', 'struck', 'hit', 'pass', 'doing', 'blame', 'walking', 'overhaul', 'is', 'missing', 'made', 'link', 'reporting', 'told', 'living', 'seattle', 'lit', 'giving', 'go', 'crossing', 'use', 'suffers', 'fell', 'visit', 'says', 'collapsed', 'building', 'sourcing', 'sucks', 'has', 'want', 'regards', 'requesting', 'airlift', 'occurred', 'passing', 'intoxicated', 'cross', 'follow', 'built', 'being', 'opened', 'retweeting', 'extend', 'improving', 'walk', 'committed', 'planning', 'read', 'defended', 'be', 'make', 'forget', 'show', 'squandered', 'following', 'take', 'pushed', 'seen', 'rescued', 'related', 'creating', 'been', 'makes', 'incorporate', 'reduced', 'were', 'come', 'runs', 'run', 'chose', 'divides', 'bound', 'developed', 'injured', 're', 'cost', 'have', 'was', 'say', 'left', 'proposed', 'coming', 'flowing', 'stroll', 'connecting', 'closed', 'exiting', 'open', 'present', 'start', 'stopping', 'implement', 'cribbing', 'driving', 'explains', 'entail', 'tell', 'sitting', 'amounts', 'investigate', 'thank', 'drive', 'trolled', 'stopped', 'going', 'enhance', 'paved', 'kokh', 'wayfinding', 'stretch', 'used', 'recognized', 'do', 'govern', 'according', 'need', 'fix', 'killing', 'stay', 'dies', 'prevent', 'outline', 'saw', 'southbound', 'making', 'get', 'calling', 'play', 'getting', 'mean', 'knocked', 'live', 'mlive', 'sign', 'bisecting', 'painted', 'involved', 'covered', 'are', 'break', 'closes', 'thought', 'lead', 'done', 'abandoned', 'parked', 'continues', 'published', 'expect', 'improve', 'stuck', 'taking', 'scoring', 'booked', 'cleared', 'obstructing', 'connects', 'am', 'don', 'buy', 'puts', 'identified', 'avoid', 'drags', 'bikeshare', 'affected', 'wandering', 'afford', 'bridging', 'caused', 'blocking', 'fining', 'reclaiming', 'prioritize', 'charged', 'increasing', 'plastered', 'adds', 'pushing', 'offers', 'encourage', 'give', 'improved', 'cutting', 'fail', 'opposed', 'causes', 'tuned', 'lost', 'needs', 'blanketing', 'turn', 'display', 'attached', 'pronounced', 'look', 'becomes', 'sought', 'decide', 'picks', 'herald', 'fund', 'lighted', 'address', 'required', 'speeding', 'slapping', 'know', 'providing', 'roll', 'reports', 'create', 'working', 'lives', 'write', 'ran', 'replacing', 'linking', 'defining', 'tackle', 'went', 'snarl', 'planned', 'heading', 'reported', 'becoming', 'running', 'transpired', 'controls', 'performing', 'accommodate', 'think', 'approved', 'constructed', 'created', 'beg', 'fixed', 'click', 'suggesting', 'responded', 'check', 'attracts', 'looks', 'southside', 'prove', 'sleep', 'included', 'isn', 'cleaning', 'cool', 'established', 'falling', 'move', 'remodel', 'attempted', 'kills', 'taken', 'pleaded', 'involving', 'passed', 'surrendered', 'provide', 'enjoying', 'gives', '’m', 'loved', 'enabling', 'recommend', 'goes', 'shuts', 'realized', 'happening', 'protect', 'finding', 'rd', 'slow', 'exploring', 'become', 'looked', 'pay', 'diminished', 'knowing', 'interact', 'hyderabad', 'learn', 'shut', 'needed', 'dismisses']"
collision,trail,['are']
road,injuries,"['causing', 'have', 'highlights', 'threatening', 'cbc', 'reported']"
pedestrian,footbridge,"['had', 'overcrossing', 'like', 'provided', 'choose', 'close', '’s', 'killed', 'authorized', 'crossing', 'paying', 'instated', 'cross', 'emerge', 'is', 'points', 'causing', 'surrounding', 'build', 'snowshoeing', 'hit', 'design', 'get', 'do', 'meet', 'fixed', 'use', 'has', 'connects', 'installed', 'built', 'printing', 'signing', 'don', 'outering', 'made', 'collapsed', 'create', 'go', 'florida', 'takes', 'walk', 'knocked', 'designed', 'rebuilt', 'removing', 'delayed', 'seen', 'completed', 'improving', 'using', 'link', 'blocked', 'uploaded', 'sit', 'miami', 'existing', 'signposted', 'demolish', 'used', 'pass', 'promised', 'avoid', 'laying', 'chosen', 'look', 'make', 'spanning', 'be', 'increase', 'threw', 'putting', 'needed', 'mean', 'eastland', 'reopens', 'reinforced', 'setting', 'are', 'cycling', 'leads', 'reopen', 'slow', 'find', 'taken', 'replaced', 'trembling', 'looks', 'throw', 'added', 'gritting', 'taking']"
mall,parking,"['heard', 'parking', 'create', 'creating']"
pedestrian,ride,"['responding', 'killed', 'is', 'asking', 'struck', 'make', 'knocking', 'get', 'go', 'denied', 'give', 'hurt', 'helped', 'crashes', 'explain', 'starring', 'drove', 'was', 'being', 'hit', 'look', 'seen', 'eat', 'walk', 'found', 'see', 'shuffled', 'thank', 'enjoy', 'allow', 'pay', 'work', 'trade', 'shaming', 'die', 'cheating', 'tainted', 'seattle', 'be', 'have', 'jumps', 'seem', 'parked', 'love', 'do', 'corded', 'destroying', 'coming', 'take', 'need', 'connects', 'given', 'sucks', 'injured', 'crossing']"
gate,distance,['looks']
city,way,"['see', 'drive', 'cross', 'stop', 'tackling', 'walk', 'deserves', 'caught', 'screwing', 'go', 'controlled', 'abiding', 'show', 'leading', 'shopping', 'makes', 'are', 'helping', 'making', 'is', 'happen', 'enforces', 'take', 'give', 'suffer', 'make', 'living']"
traffic,intersection,"['hit', 'is', 'reopened', 'killed', 'use', 'struck', 'directing', 'misses', 'opening', 'navigating', 'conduct', 'known', 'lead', 'wins', 'be', 'operating', 'improved', 'opened', 'bound', 'stop', 'play', 'left', 'passed', 'signalised', 'turning', 'pass']"
vehicle,lane,"['remain', 'are', 'closed', 'struck', 'hospitalized', 'hits', 'utlize', 'reduced', 'blocks', 'avoid', 'blocking', 'moved', 'flatbed', 'blocked', 'cross', 'occurred', 'fix', 'use', 'hit', 'collided', 'navigate', 'obstructed']"
bike,trail,"['coming', 'come', 'seen', 'swamp', 'ride', 'takes', 'make', 'get', 'is', 'create', 'walkers', 'head', 'crossing', 'check', 'opens', 'go', 'described', 'take']"
pedestrian,walker,"['hit', 'travels', 'make', 'walking', 'gets', 'has', 'be', 'take', 'are', 'glares', 'is', 'wearing', 'took', 'goes', 'killed', '’s', 'had', 'lengthen', 'collapses', 'being', 'fears', 'becomes', 'die', 'hate', 'cycling', 'limited', 'cross', 'called', 'mean', 'run', 'fit', 'struck', 'crossing', '’m', 'making', 'injured', 'slow', 'causes', 'shot', 'named', 'imagining', 'am', 'using', 'avoid', 'robbed', 'need', 'coming', 'were', 'hear', 'arrested', 'zag', 'clarified', 'belong', 'say', 'traveling', 'carried', 'think', 'done', 'slams', 'values', 'relates', 'was', 'get', 'lost', 'misjudged', 'involving', 'stuck', 'call', 'look', 'read', 'taken', 'wasn', 'use', 'come', 'arriving', 'investigating', 'looks', 'inspire', 'clip', 'left', 'hope', 'believe', 're', 'own', 'changed', 'rolls', 'termed', 'trust']"
collision,injuries,"['struck', 'threatening', 'cv', 'remained', 'closed', 'responding', 'seen', 'awaiting', 'call', 'occurred', 'be', 'indicated', 'are', 'avoid', 'reported', 'dh', 'arriving', 'expect', 'is', 'appear', 'investigate', 'help', 'update', 'had', 'otw', 'fled', 'attending', 'involved', 'blocked', 'diverted', 'quoting', 'use', 'ld', 'investigating', 'lower', 'sustains', 'involving', 'indicate', 'treating', 'transported', 'been', 'rr', 'amb', 'sent', 'treat', 'consider', 'diverting', 'known', 'need', 'go', 'clear', 'sherbourne', 'closes', 'assisting', 'reduce', 'look', 'pick', 'ems', 'ref', 'dies', 'taken']"
avenue,corridor,"['become', 'improve']"
pedestrian,skateboard,"['skates', 'ramp', 'is', 'was', 'hit', 'be', 'ruined', 'go', 'have', 'think', 'driving', 'struck', 'includes', 'turning', 'walking', 'ride', 'riding']"
traffic,loop,"['say', 'closed', 'southbound', 'avoid', 'listen', 'opened', 'hurt', 'makes', 'cross', 'affected', 'killed', 'hit', 'complain']"
avenue,trail,"['is', 'thank', 'go', 'include']"
pedestrian,interstate,"['walking', 'updated', 'identified', 'killed', 'hit', 'struck', 'according', 'was', 're', 'is', 'closed', 'happened', 'become', 'injured', 'reopens', 'charged', 'am', 'shut', 'has', 'are', 'been', 'dps', 'investigating', 'released', 'reported', 'be', 'know', 'shuts', 'airlifted', 'said', 'blocked', 'crossing', 'do', 'cross', 'opens', 'herald', 'read', 'mooned', 'thinks', 'say', 'walk', 'died', 'goes', 'closes', 'think', 'following', 'involving', 'blvd', 'remains', 'located', 'closing', 'running', 'looking', 'sent']"
traffic,area,"['avoid', 'meets', 'reduce', 'ease', 'hope', 'looks', 'expect', 'enter', 'use', 'happens', 'resulting', 'completes', 'starts', 'taping', 'coming', 'handing', 'investigate', 'take', 'involving', 'closed', 'fall', 'limited', 'be', 'hit', 'drive', 'expected', 'prepared', 'is', 'given', 'leading', 'moving', 'shut', 'stay', 'asks', 'expanded', 'improve', 'effected', 'reopened', 'going', 'blocked', 'used', 'having', 'cleared', 'hoping']"
pedestrian,footpath,"['walk', 'taken', 'sinks', 'closed', 'riding', 'encroached', 'park', 'been', 'smashes', 'voted', 'are', 'refer', 'needs', 'blocking', 'entering', 'want', 'happen', 'using', 'stands', 'is', 'go', 'jeopardizing', 'requested', 'give', 'look', 'vacating', 'see', 'ban', 'mnaharibu', 'risking', 'save', 'killed', 'do', 'use', 'have', 'dismantled', 'included', 'create', 'herald', 'conduct', 'dainting', 'mounted', 'required', 'cause', 'perish', 'feel', 'built', 'were', 'going', 'get', 'pass', 'slowing', 'repair', 'say', 'stop', 'moved', 'fixed', 'blocked', 'cordoned', 'signed', 'waved', 'exposing', 'found', 'step', 'driving', 'revisit', 'learn', 'inspected', 'stuck', '’s', 'put', 'robbed', 'separated', 'deserves', 'had', 'made', 'was', 'mounts', 'become', 'free', 'block', 'remove', 'shows', 'finds', 'executed', 'fuck', 'reverse', 'take', 'include', 'comment', 'pee', 'including', 'wlak', 'dies', 'run', 'rejoin', 'support', 'occupies', 'hits', 'hit', 'heard', 'following', 'sound', 'creating', 'work', 'misses', 'scrap', 'named', 'sleeping', 'own', 'builds', 'funded', 'passing', 'knock', 'makes', 'tracking', 'kick', 'make', 'belongs', 'placed', 'clear', 'given', 're', 'organize', 'build', 'occupied', 'having', 'ahmed', 'die', 'bought', 'sort', 'asking', 'isn', 'walking', 'enforce', 'continue', 'owned', 'lies', 'held', 'prevent', 'am', 'provided', 'rode', 'adding', 'be', 'sees', 'introduced']"
tree,path,"['shows', 'grant', 'blocking', 'fallen', 'leaning', 'is']"
lane,highway,"['nb', 'hit', 'wait', 'prioritized', 'installed', 'following', 'closed', 'get', 'cross', 'walk', 'driven']"
pedestrian,ramp,"['causing', 'killed', 'taking', 'walking', 'looking', 'hit', 'dies', 'rushing', 'click', 'struck', 'run', 'says', 'is', 'was', 'injured', 'identified', 'extend', 'garner', 'are', 'closed', 'occurred', 'close', 'investigating', 'say', 'bulding', 'related', 'dig', 'finds', 'watch', 'seek', 'see', 'blocking', 'shuts', 'be', '’s', 'detoured', 'follow', 'involving', 'engineering', 'sh', 'severed', 'shut', 'knocked', 'blocks', 'deemed', 'has', 'approach', 'block', 'brought', 'leading', 'live', 'moving', 'located', 'used', 'bring', 'building', 'threatening', 'bound', 'put', 'ban', 'diverted', 'taken', 'filed', 'rd', 'coming', 'remove', 'go', 'get', 'lacking', 'approaching', 'expect', 'ends', 'took', 'following', 'come', 'advised', 'had', 'spreads', 'cladding', 'rescued', 'do', 'travel', 'cross', 'falling', 're', 'avoid', 'honor', 'crossing', 'johns', 'according', 'ramp', 'controlled', 'obstructed', 'marks', 'have', 'fixed', 'hurt', 'stuck', 'continue']"
pedestrian,roadway,"['killed', 'watch', 'struck', 'confirmed', 'protect', 'crossing', 'is', 'walking', 'alt', 'bound', 'have', 'run', 'did', 'identified', 'closed', 'closes', 'acting', 'requested', 'strike', 'wandering', 'replace', 'yield', 'stop', 'spalding', 'cleared', 'threatening', 'be', 'hit', 'close', 'walk', 'continue', 'perform', 'reopened', 'gets', 'died', 'transported', 'warn', 'collapses', 'staggering', 'quarreling', 'go', 'was', 'arriving', 'left', 'get', 'say', 'need', 'release', 'sharing', 'cross', 'crossed', 'stumbling', 'shut', 'sitting', 'released', 'take', 'found', 'make', 'lying', 'laying', 'has', 'airlifted', 'face', 'causing', 'didn', 'landed', '’s', 'am', 'turning', 'repaired', 'call', 'pushing', 'expect', 'turn', 'entering', 'said', 'standing', 'see', 'collapsed', 'says', 'sue', 'entered', 'occur', 'shared', 'rolled', 'mean', 'pulling', 'are']"
collision,ped,"['responding', 'left', 'expect', 'getting']"
pedestrian,crowd,"['seems', 'are', 'funded', 'focused', 'loses', 'said', 'coming', 'see', 'be', 'lost', 'work', 're', 'watching', 'think', 'reduced', 'gone', 'gathering', 'merging', 'drove', 'ending', 'is', 'exercise', 'leaving', 'sounds', 'tell', 'go', 'was', 'elicits', 'plows', 'lighting', 'crossing', 'got', 'handle', 'mandate', 'attracted', 'seen', 'using', 'breaking', 'supposed']"
pedestrian,bridge,"['run', 'have', 'put', 'struck', 'follow', 'come', 'provide', 'thank', 'is', 'read', 'trapped', 'collapses', 'confirms', 'check', 'be', 'see', 'says', 'vandalised', 'create', 'funded', 'decided', 'admiring', 'acts', 'was', 'get', 'use', 'collapsed', 'are', 'closed', 'planning', 'seen', 'walk', 'assist', 'samad', 'existing', 'poured', 'wandering', 'form', 'arest', 'going', 'ride', 'winding', 'confirmed', 'ignoring', 'believe', 'drops', 'boosts', 'nanjing', 'share', 'cross', 'reopened', 'proposed', 'allows', 'told', 'cl', 'built', 'hanging', 'injured', 'causing', 'crashed', 'spruce', 'installed', 'say', 'starts', 'gone', 'had', 'build', 'flooded', 'reach', 'swam', 'protest', 'started', 'starting', 'shared', 'falling', 'attempted', 'laying', 'resulted', 'reported', '’s', 'using', 'running', 'considered', 'retweet', 'causes', 'approved', 'making', 'fix', 'seemed', 'stretch', 'end', 'blocked', 'notice', 'justifying', 'holds', 'encourage', 'opening', 'ignore', 'opens', 'grab', 'walked', 're', 'opened', 'lights', 'modify', 'crossing', 'accepted', 'building', 'block', 'walking', 'comes', 'loving', 'suspended', 'based', 'riding', 'uses', 'love', 'pave', 'confirm', 'considering', 'rd', 'hunt', 'avert', 'linking', 'lined', 'killed', 'ordered', 'fenced', 'ask', 'narrows', 'paying', 'dotted', 'damaged', 'save', 'has', 'connecting', 'continue', 'protect', 'set', 'feels', 'update', 'passing', 'reset', 'waits', 'give', 'expects', 'access', 'pass', 'placed', 'highlight', 'bury', 'watch', 'getting', 'allowing', 'design', 'passed', 'landing', 'climb', 'backed', 'requested', 'created', 'hit', 'fell', 'talk', 'regarding', 'described', 'improved', 'am', 'including', 'cleaned', 'know', 'finishing', 'don', 'dies', 'being', 'support', 'call', 'anchored', 'do', 'falls', 'closes', 'needed', 'staying', 'stop', 'leads', 'reads', 'jumped', 'took', 'dare', 'kills', 'wasn', 'startled', 'removed', 'coming', 'disappoint', 'remains', 'promised', 'been', 'urbanized', 'shows', 'talking', 'replace', 'segregated', 'shaking', 'did', 'acting', 'want', 'provides', 'begin', 'fly', 'drop', 'isn', 'allow', 'pushkin', 'magkatabi', 'used', 'sharing', 'look', 'shove', 'salt', 'close', 'include', 'finished', 'missed', 'sprawled', 'extending', 'construct', 'known', 'take', 'handles', 'doing', 'awarded', 'does', 'note', 'involved', 'decorate', 'heard', 'expect', 'improve', 'reached', 'reopen', 'discovered', 'hate', 'destroyed', 'become', 'wait', 'got', 'providing', 'extend', 'plowed', 'pickering', 'moving', 'floating', 'blocking', 'separating', 'washed', 'fled', 'felt', 'handle', 'ease', 'nears', 'knows', 'fixed', 'move', 'designed', 'link', 'converted', 'make', 'connect', 'gridlocked', 'pray', 'install', 'connects', 'busting', 'completed', 'enclosed', 'covering', 'located', 'closing', 'ran', 'dilate', 'open', 'scheduled', 'attempt', 'go', 'survey', 'disrupted', 'serve', 'co', 've', 'mounted', 'meet', 'ensure', 'facilitate', 'turns', 'expected', 'followed', 'works', 'threatening', 'click', 'mean', 'traverses', 'waiting', 'squamish', 'rebuild', 'standing', 'cope', 'rid', 'needs', 'reminds', 'begins', 'taking', 'looking', 'knocked', 'said', 'checked', 'serves', 'calls', 'likedeveloped', 'effected', 'accessed', 'creating', 'spent', 'start', 'upgraded', 'depeche', 'sided', 'crossed', 'trickle', 'broke', 'pulled', 'receiving', 'find', 'fired', 'finish', 'consider', 'saw', 'supposed', 'sent', 'turn', 'brought', 'keep', 'helps', 'hiking', 'cock', 'shout', 'avoid', 'heading', 'calculate', 'inaugurated', 'diverted', 'pay', 'resonates', 'leading', 'selected', 'constructed', 'execute', 'claimed', 'takes', 'categorising', 'paid', 'fight', 'think', 'probe', 'named', 'done', 'links', 'stained', 'funneled', 'resume', 'live', 'passes', 'discuss', 'branded', 'carry', 'rolling', 'darrrreeeee', 'completes', 'planed', 'pamper', 'cutting', 'fixing', 'added', 'testing', 'avoiding', 'widened', 'trapping', 'hold', 'broken', 'accomodate', 'made', 'approaching', 'thinking', 'realize', 'george', 'doubles', 'offering', 'painted', 'playing', 'stroll', 'learn', 'remove', 'shooting', 'deserve', 'connected', 'buy', 'lifts', 'disappearing', 'thought', 'killing', 'sounds', 'breaking', 'exiting', 'slaaaayed', 'sodding', 'file', 'motorized', 'having', 'exist', 'happened', 'seems', 'restricted', 'offered', 'were', 'increases', 'elevated', 'saying', 'fallen', 'underused', 'tried', 'forming']"
city,neighborhoods,"['help', 'want', 'bolster', 'connecting', 'need', 'see', 'parked', 'are', 'tell', 'was', 'is', 'be']"
pedestrian,highway,"['walking', 'hit', 'request', 'closed', 'faces', 'transformed', 'kills', 'creating', 'struck', 'gives', 'dies', 'crossing', 'killed', 'collapses', 'affected', 'do', 'be', 'needed', 'installed', 'trapping', 'is', 'expect', 'causing', 'seen', 'walk', 'cross', 'injured', 'was', 'identify', 'striking', 'avoid', 'bound', 'died', 'connecting', 'according', 'pronounced', 'said', 'earmarked', 'miss', 'follow', 'arrived', 'are', 'investigating', 'work', 'stand', 'dressed', 'say', 'delayed', 'reopened', 'closes', 'speeding', 'identified', 'came', 'using', 'charged', 'reroute', 'crasj', 'knocked', 'running', 'suspected', 'separated', 'enjoying', 'lelang', 'shuts', 'says', 'disrupting', 'fuck', 'crawl', 'kawanriya', 'help', 'passing', 'shut', 'forsee', 'stretched', 'developing', 'erected', 'stoned', 'elevated', 'know', 'built', 'stop', 'qualify', 'confirmed', 'opens', 'dis', 'hospitalized', 'doing', 'leaving', 'ope', 'getting', 'walked', 'activated', 'crawling', 'need', 'ran', 'come', 'stay', 'fly', 'falls', 'thank', 'enable', 'learn', 'remains', 'touches', 'reopen', 'leads', 'make', 'close', 'following', 'investigated', 'upgrade', 'reported', 'easing', 'ask', 'changes', 'intoxicated', 'fall', 'designated', 'crushing', 'get', 'mean', 'announced', 'sighs', 'involving', 'threatening', 'benefit', 'saw', 'open', 'relearn', 'being', 'traps', 'reenter', 'found', 'dismantled', 'organize', 'beats', 'read', 'use', 'have', 'see', 'happened', 'related', 'blocking', 'exposed', 'exercise', 'rise', 'has', 'responding', 'needs', 'investigate', 'wandering', 'fled', 'blocked', 'working', 'believe', 'taken', 'arrested', '’re', 'jaywalking', 'looking', 'were', 'stuck', 'seems', 'climbing', 'enter', 'provided', 'choose', 'killing', 'build', 'turning', 'realised', 'laid', 'checks', 'reed', 'lead', 'put', 'restricts', 'gathering', 'deservs', 'call', 'walks', 'slowing', 'fare', 'trapped', 'proposed', 'exiting', 'released', 'travelling', 'coming', 'remained', 'grab', 'collapsed', 'wed', 'updated', 'checking', 'brought', 'feature', 'left', 'live', 'am', 'upgraded', 'branson', 'become']"
bike,pathway,"['ride', 'approved', 'is', 'get', 'do', 'finished', 'separated']"
woman,stroller,"['crossing', 'happened', 'struck', 'herald', 'pushing', 'love', 'take', 'were']"
driver,stop,"['wake', 'walking', 'smashing']"
pedestrian,subway,"['needs', 'have', 'see', 'opposing', 'connect', 'gain', 'adopt', 'did', 'benefits', 'working', 'cover', 'knew', 'called', 'illuminated', 'is', 'walk', 'shoved', 'opens', 'installing', 'goes', 'isn', 'noticed', 'surprised', 'praying', 'walking', 'provide', 'notting', 'killed', 'playing', 'winning', 'tried', 'costs', 'found', 'struck', 'drew', 'needed', 'get', 'need', 'open', 'call', 'add', 're', 'closed', 'be', 'meant', 'echo', 'build', 'ground', 'kills', 'built', 'look', 'rid', 'include', 'dodge', 'use', 'was', 'hit', 'buy', 'jared', 'navigating', 'remember', 'cause', 'addicted', 'affecting', 'backed', 'do', 'has', 'controlled', 'stop', 'thrown', 'beat', 'go', 'looks', 'got', 'acquire', 'sha', 'replacing', 'clogged', 'ticketed', 'smells', 'humming']"
bike,thoroughfare,"['crossing', 'were']"
pedestrian,square,"['run', 'als', 'are', 'limited', 'spotted', 'hit', 'injured', 'struck', 'say', 'clearing', 'seen', 'identified', 'is', 'catching', 'smile', 'were', 'killed', 'coming', 'building', 'said', 'announce', 'do', 'compared', 'save', 'made', 'impacted', 'cross', 'proposed', 'receiving', 'collapsed', 'get', 'walks', 'impose', 'open', 'secured', 'presenting', 'believed', 'opening', 'threatening', 'wounded', 'head', 'effed']"
car,area,"['be', 'moving', 'avoid', 'closed', 'carried', 'show', 'causing', 're', 'took', 'flattened', 'kills', 'don', 'simulate', 'claimed', 'blocked', 'driving', 'had', 'crash', 'hit', 'sucks', 'circling', 'moved', 'is', 'take', 'parked', 'walk']"
stroll,connection,['fred']
pedestrian,front,"['divided', 'stopped', 'scare', 'going', 'stopping', 'promote', 'see', 'walk', 'walking', 'link', 'destroyed', '’s', 'do', 'reading', 'stay', 'hit', 'matter', 'searching', 'feel', 'cycled', 'cycling', 'opened', 'is', 'done', 'be', 'hurt', 'struck', 'stepping', 'cross', 'stop', 'walked', 'involving', 'engrossed', 'ran', 'was', 'went', 'running', 'go', 'saunter', 'kick', 'connects', 'knocking', 'cater', 'are', 'fuck', 'get', 'lightened', 'pronounced', 'used', 'happens', 'installed', 'doing', 'maintaining', 'agree', 'spit', 'acknowledge', 'coming', 'outdid', 'called', 'learn', 'moped', 'sitting', 'killing', 'crossing', 'flatten', '’re', 'dare', 'screaming', 'squish', 'passing', 'caused', 'killed', 'standing', 'pasted', 'won', 'hitting', 'speed', 'means', 'use', 'beat', 'looking', 'crossed', 'speeding', 'need', 'bruised', 'died', 'stepped', 'obscured', 'scream', 're', 'live', 'have', 'charged', 'blocked', 'shaking', 'spitting', 'pictured', 'flashing']"
route,ramp,"['starting', 'alternating']"
pedestrian,fence,"['got', 'stuck', 'witnessed', 'thrown', 'closed', 'find', 'trapped', '’s', 'fall', 'viale', 'hit', 'hate', 'build', 'needs', 'building', 'threatening', 'hits', 'indicated', 'landed', 'going', 'come', 'prefer', 'remove', 'destroy', 'done', 'wall', 'am', 'removed', 'cutting', 'grown', 'step', 'are', 'prevent', 'depends', 'is', 'clambering', 'jumping', 'spotted', 'passed', 'open', 'change', 'be', 'buy', 'say', 'walk', 'spelled', 'crossing', 'feels', 'cross', 'hold', 'complain', 'provide', 'accessed', 'exists', 'fuck', 'jump', 'impaled', 'secure', 'improve', 'looking', 'walking', 'park', 'explain', 'prioritizing', 'filled', 'proposed', 'coming', 'talking', 'turning', 'required', 'shot']"
driver,boulevard,"['kills', 'entered', 'killed', 'james', 'hitting', 'hits', 'cited', 'striking', 'according', 'collides', 'exposes', 'struck']"
city,highway,"['have', 'closed', 'is', 'approves', 'go']"
pedestrian,transit,"['dominated', 'walking', 'be', 'encourage', 'struck', 'supplementing', 'have', 'make', 'find', 'sing', 'is', 'killed', 'calls', 'says', 'boosting', 'stops', 'hit', 'improve', 'welcome', 'neglected', 'move', 'exploring', 'encourages', 'expect', 'try', 'closed', 'stuck', 'collides', 'keeping', 'control', 'walks', 'focused', 'consider', 'leaving', 'allow', 'including', 'ran', 'missing', 'read', 'pulling', 'need', 'respected', 'biscayne', 'makes', 'building', 'closes', 'get', 'walk', 'shuts', 'burn', 'needed', 'work', 'holding', 'done', 'running', 'believe', 'take', 'murdering', 'prt', 'was']"
pedestrian,entrance,"['confirmed', 'calling', 'following', 'was', 'cross', 'enter', 'doing', 'killed', 'own', 'blocked', 'parked', 'get', 'use', 'touch', 'checks', 'driving', 'say', 'is', 'gets', 'monitoring', 'left', 'built', 'kiss', 're', 'walk', 'connect', 'want', 'help', 'find', 'have', 'made', 'caught', 'hit', 'see', 'richard', 'fenced', 'read', 'rebuild', 'published', 'filled', 'shut', 'struck', 'ordered', 'linking', 'kept', 'wore', 'be', 'add', 'look', 'widen', 'taken', 'need', 'located', 'gone', 'wait', 'sitting', 'blocking', 'pushing', 'steps', 'littered', 'has', 'changing', 'sighs', 'stop', 'opened', 'jumped', 'learn', 'activated', 'are', 'spitting', 'hear', 'required', 'come', 'makes', 'prohibited', 'suggest', 'closed', 'turning', 'unveiled', 'having', 'functioning', 'unleashed', 'pressed', 'clutter', 'found', 'did', 'install', 'identified', 'walks', 'knocked', 'points', 'using', 'fix', 'redesigning', 'working', 'target', 'coming', 'welcoming', 'leave', 'isn', 'talking', 'involving', 'saw', 'make', 'dodging', 'stopping', 'inviting', 'try', 'viking', 'create', 'tried', 'happening', 'said', 'going', 'crossing', 'recommend']"
cyclist,crossing,"['drive', 'stuck', 'ploughing', 'going', 'worried', 'being', 'is', 'stop', 'are', 'flying', '’m', '’s', 'causing', 'passed', 'hit', 'fall', 'knocked', 'ended', 'enter', 'find', 'meant', 'crossed', 'apply', 'watching', 'walked', 'cross', 'flew', 'applies', 'was', 'rode']"
transit,connection,"['is', 'facing', 'know']"
pedestrian,footfall,"['provided', 'is', 'count', 'improve', 'has', 'increased', 'see', 'kerb', 'result', 'known']"
fatality,area,"['avoid', 'working', 'crossing']"
crowd,plaza,"['bowling', 'witness']"
woman,injuries,"['suffered', 'closed', 'struck', 'requested', 'crossing', 'is', 'said', 'occurred', 'left', 'hit', 'recovering', 'share', 'hospitalised', 'driven', 'sustained', 'run', 'threatening', 'suffers', 'killed', 'have', 'collapsed', 'died', 'injures', 'snarled', 'say', 'walking', 'hits', 'appealing', 'report', 'had', 'according', 'taken', 'headed', 'changing', 'been', 'ran', 'crashed', 'received', 'identified', 'questioned', 'using', 'investigating', 'turned', 'involving']"
rail,crossing,"['adds', 'kept', 'do', 'crossing']"
pedestrian,space,"['see', 'are', 'calming', 'is', 'kencom', 'milling', 'driving', 'deserves', 'look', 'accommodate', 'park', 'come', 'impaired', 'keep', 'move', 'go', 'connect', 'bring', 'gather', 'visit', 'fill', 'plans', 'making', 'be', 'get', 'shared', 'marked', 'crossing', 'giving', 'completing', 'walking', 'squeeze', 'granted', 'act', 'planning', 'note', 'painted', 'considered', 'expanded', 'returned', 'claim', 'link', 'feels', 'turned', 'recognize', 'protect', 'switch', 'installing', 'hit', 'slow', 'stuck', 'need', 'running', '’re', 'framing', 'causes', 'centred', 'shows', 'ask', 'rented', 'maximise', 'languishing', 'killed', 'gim', 'provide', 'underrated', 'converting', 'reducing', 'encumber', 'trails', 'invest', 'compromise', 'suppose', 'integrating', 'cut', 'leaving', 'share', 'stepped', 'does', 'closed', 'facilitate', 'occupy', 'learn', 'show', 'oct', 'defending', 'suggesting', 'stressing', 'rambling', 'deliver', 'creating', 'sportsing', 'read', 'needs', 'moved', 'centered', 'seen', 'watch', 'caught', 'was', 'mark', 'texas', 'added', 'serve', 'meet', 'lighted', 'reduce', 'measures', 'encourage', 'want', 'wanted', 'speeding', 'become', 'confronted', 'reach', 'enjoy', 'turning', 'do', 'put', 'happened', 'take', 'walk', 'delayed', 'have', 'oriented', 'make', 'widened', 'used', 'found', 'activated', 'thinking', 'stressed', 'creates', 'clear', 'save', 'existing', 'freeing', 'retain', 'use', 'heading', 'ain', 'lost', 'reclaim', 'block', 'changing', 'pfftt', 'account', 'solve', 'create', 'incorporate', 'adjust', 'isn', 'focused']"
